,City,Country,Cloudiness,Date,Humidity,Lat,Lng,Max Temp,Wind Speed,temp_v,humdy_v,cloud_v,wind_v
0,yulin,CN,0,09/28/2018,71,38.3,109.75,40.74,8.75,xkcd:sea green,#4C4CFF,#0000FF,xkcd:indigo blue
1,milledgeville,US,1,09/28/2018,88,33.08,-83.23,80.06,2.93,xkcd:reddish orange,#3333FF,#0000FF,xkcd:violet
2,dingle,IE,0,09/28/2018,100,52.14,-10.27,51.27,5.39,xkcd:yellow green,#0000FF,#0000FF,xkcd:indigo blue
3,nizhniy chir,RU,0,09/28/2018,100,48.36,43.08,48.93,8.63,xkcd:sea green,#0000FF,#0000FF,xkcd:indigo blue
4,tuatapere,NZ,92,09/28/2018,92,-46.13,167.69,52.44,19.71,xkcd:yellow green,#1919FF,#E5E5FF,xkcd:green
5,ishigaki,JP,75,09/28/2018,94,24.34,124.16,78.8,31.09,xkcd:orange,#1919FF,#B2B2FF,xkcd:orange
6,uray,RU,0,09/28/2018,86,60.13,64.8,42.27,8.41,xkcd:sea green,#3333FF,#0000FF,xkcd:indigo blue
7,yumen,CN,0,09/28/2018,32,40.29,97.04,42.81,10.54,xkcd:sea green,#B2B2FF,#0000FF,xkcd:blue
8,cap malheureux,MU,0,09/28/2018,100,-19.98,57.61,72.96,15.23,xkcd:orange,#0000FF,#0000FF,xkcd:green
9,cabedelo,BR,20,09/28/2018,83,-6.97,-34.84,75.2,4.7,xkcd:orange,#3333FF,#1919FF,xkcd:violet
10,poletayevo,RU,40,09/28/2018,70,55.04,61.11,46.4,13.42,xkcd:sea green,#6666FF,#4C4CFF,xkcd:blue
11,chirkey,RU,20,09/28/2018,77,42.96,46.98,59,11.18,xkcd:yellow green,#4C4CFF,#1919FF,xkcd:blue
12,hilo,US,20,09/28/2018,65,19.71,-155.08,86,9.17,xkcd:reddish orange,#6666FF,#1919FF,xkcd:indigo blue
13,genhe,CN,64,09/28/2018,93,50.78,121.52,45.24,5.95,xkcd:sea green,#1919FF,#9999FF,xkcd:indigo blue
14,lamesa,US,1,09/28/2018,36,32.74,-101.95,82.76,9.17,xkcd:reddish orange,#B2B2FF,#0000FF,xkcd:indigo blue
15,pontivy,FR,0,09/28/2018,82,48.06,-2.97,55.4,14.99,xkcd:yellow green,#3333FF,#0000FF,xkcd:blue
16,aktau,KZ,0,09/28/2018,76,43.65,51.16,48.2,6.71,xkcd:sea green,#4C4CFF,#0000FF,xkcd:indigo blue
17,denpasar,ID,20,09/28/2018,89,-8.65,115.22,74.67,2.15,xkcd:orange,#3333FF,#1919FF,xkcd:violet
18,kahului,US,40,09/28/2018,63,20.89,-156.47,89.96,21.92,xkcd:reddish orange,#6666FF,#4C4CFF,xkcd:sea green
19,kavieng,PG,12,09/28/2018,100,-2.57,150.8,85.11,8.63,xkcd:reddish orange,#0000FF,#1919FF,xkcd:indigo blue
20,ponta do sol,CV,0,09/28/2018,97,17.2,-25.09,79.44,20.6,xkcd:orange,#1919FF,#0000FF,xkcd:sea green
21,tokur,RU,64,09/28/2018,56,53.13,132.9,49.56,4.38,xkcd:sea green,#7F7FFF,#9999FF,xkcd:violet
22,balakhninskiy,RU,8,09/28/2018,86,58.01,114.28,30.66,2.15,xkcd:green,#3333FF,#0000FF,xkcd:violet
23,anloga,GH,40,09/28/2018,88,5.79,0.9,78.8,9.17,xkcd:orange,#3333FF,#4C4CFF,xkcd:indigo blue
24,ust-kulom,RU,92,09/28/2018,97,61.69,53.69,39.66,2.71,xkcd:green,#1919FF,#E5E5FF,xkcd:violet
25,karratha,AU,0,09/28/2018,61,-20.74,116.85,69,4.61,xkcd:yellow,#6666FF,#0000FF,xkcd:violet
26,touros,BR,64,09/28/2018,89,-5.2,-35.46,77.1,13,xkcd:orange,#3333FF,#9999FF,xkcd:blue
27,kongolo,CD,76,09/28/2018,90,-5.39,27,70.26,5.5,xkcd:orange,#3333FF,#B2B2FF,xkcd:indigo blue
28,katherine,AU,0,09/28/2018,23,-14.47,132.26,87.8,11.41,xkcd:reddish orange,#CCCCFF,#0000FF,xkcd:blue
29,kisangani,CD,8,09/28/2018,100,0.52,25.21,70.08,2.71,xkcd:orange,#0000FF,#0000FF,xkcd:violet
30,chokurdakh,RU,56,09/28/2018,100,70.62,147.9,30.21,6.17,xkcd:green,#0000FF,#7F7FFF,xkcd:indigo blue
31,polunochnoye,RU,24,09/28/2018,90,60.87,60.43,36.69,8.52,xkcd:green,#3333FF,#3333FF,xkcd:indigo blue
32,kapaa,US,90,09/28/2018,84,22.08,-159.32,86,17.22,xkcd:reddish orange,#3333FF,#CCCCFF,xkcd:green
33,banepa,NP,20,09/28/2018,93,27.63,85.52,64.4,3.36,xkcd:yellow,#1919FF,#1919FF,xkcd:violet
34,sal rei,CV,75,09/28/2018,78,16.18,-22.92,78.8,13.87,xkcd:orange,#4C4CFF,#B2B2FF,xkcd:blue
35,maturin,VE,8,09/28/2018,86,9.75,-63.18,79.26,6.4,xkcd:orange,#3333FF,#0000FF,xkcd:indigo blue
36,caravelas,BR,0,09/28/2018,100,-17.73,-39.27,77.19,16.46,xkcd:orange,#0000FF,#0000FF,xkcd:green
37,sao filipe,CV,0,09/28/2018,93,14.9,-24.5,79.17,17.92,xkcd:orange,#1919FF,#0000FF,xkcd:green
38,zhigansk,RU,44,09/28/2018,100,66.77,123.37,33.81,5.73,xkcd:green,#0000FF,#6666FF,xkcd:indigo blue
39,astana,KZ,0,09/28/2018,80,51.13,71.43,39.2,11.18,xkcd:green,#4C4CFF,#0000FF,xkcd:blue
40,ust-maya,RU,0,09/28/2018,50,60.42,134.54,34.62,6.73,xkcd:green,#9999FF,#0000FF,xkcd:indigo blue
41,ibipeba,BR,0,09/28/2018,38,-11.64,-42.01,73.14,7.74,xkcd:orange,#B2B2FF,#0000FF,xkcd:indigo blue
42,sa kaeo,TH,92,09/28/2018,93,13.8,102.09,77.46,2.93,xkcd:orange,#1919FF,#E5E5FF,xkcd:violet
43,ust-nera,RU,20,09/28/2018,82,64.57,143.24,22.02,2.93,xkcd:blue,#3333FF,#1919FF,xkcd:violet
44,ilulissat,GL,92,09/28/2018,99,69.22,-51.1,32,8.05,xkcd:green,#1919FF,#E5E5FF,xkcd:indigo blue
45,ende,ID,0,09/28/2018,100,-8.84,121.65,81.06,5.61,xkcd:reddish orange,#0000FF,#0000FF,xkcd:indigo blue
46,vila do maio,CV,20,09/28/2018,88,15.13,-23.22,77,6.93,xkcd:orange,#3333FF,#1919FF,xkcd:indigo blue
47,kununurra,AU,0,09/28/2018,52,-15.77,128.74,87.8,8.05,xkcd:reddish orange,#7F7FFF,#0000FF,xkcd:indigo blue
48,piranshahr,IR,0,09/28/2018,54,36.7,45.14,42.09,1.59,xkcd:sea green,#7F7FFF,#0000FF,xkcd:violet
49,luderitz,NA,8,09/28/2018,68,-26.65,15.16,58.29,17.13,xkcd:yellow green,#6666FF,#0000FF,xkcd:green
50,aquiraz,BR,0,09/28/2018,78,-3.9,-38.39,80.6,10.29,xkcd:reddish orange,#4C4CFF,#0000FF,xkcd:blue
51,klaksvik,FO,92,09/28/2018,93,62.23,-6.59,48.2,14.99,xkcd:sea green,#1919FF,#E5E5FF,xkcd:blue
52,shache,CN,0,09/28/2018,87,38.42,77.24,41.37,2.93,xkcd:sea green,#3333FF,#0000FF,xkcd:violet
53,sergeyevka,KZ,0,09/28/2018,66,53.88,67.42,43.44,12.33,xkcd:sea green,#6666FF,#0000FF,xkcd:blue
54,iramuco,MX,90,09/28/2018,100,19.95,-100.92,59,8.05,xkcd:yellow green,#0000FF,#CCCCFF,xkcd:indigo blue
55,nanortalik,GL,0,09/28/2018,94,60.14,-45.24,37.77,30.22,xkcd:green,#1919FF,#0000FF,xkcd:orange
56,tommot,RU,88,09/28/2018,81,58.97,126.27,39.93,5.73,xkcd:green,#3333FF,#CCCCFF,xkcd:indigo blue
57,dhangadhi,NP,0,09/28/2018,87,28.7,80.57,68.19,3.04,xkcd:yellow,#3333FF,#0000FF,xkcd:violet
58,lagunas,PE,36,09/28/2018,91,-5.23,-75.68,80.16,1.36,xkcd:reddish orange,#1919FF,#4C4CFF,xkcd:violet
59,narsaq,GL,0,09/28/2018,64,60.91,-46.05,39.2,11.41,xkcd:green,#6666FF,#0000FF,xkcd:blue
60,beloha,MG,0,09/28/2018,60,-25.17,45.06,67.83,6.85,xkcd:yellow,#7F7FFF,#0000FF,xkcd:indigo blue
61,lorengau,PG,20,09/28/2018,97,-2.02,147.27,84.66,9.53,xkcd:reddish orange,#1919FF,#1919FF,xkcd:indigo blue
62,qeshm,IR,0,09/28/2018,69,26.96,56.27,86,6.93,xkcd:reddish orange,#6666FF,#0000FF,xkcd:indigo blue
63,nakamura,JP,75,09/28/2018,88,35.17,136.87,68,10.29,xkcd:yellow,#3333FF,#B2B2FF,xkcd:blue
64,kiruna,SE,8,09/28/2018,85,67.86,20.23,23,6.93,xkcd:blue,#3333FF,#0000FF,xkcd:indigo blue
65,lufkin,US,1,09/28/2018,87,31.34,-94.73,75.92,3.36,xkcd:orange,#3333FF,#0000FF,xkcd:violet
66,nuuk,GL,75,09/28/2018,80,64.17,-51.74,35.6,11.41,xkcd:green,#4C4CFF,#B2B2FF,xkcd:blue
67,tezu,IN,56,09/28/2018,78,27.93,96.16,64.23,1.7,xkcd:yellow,#4C4CFF,#7F7FFF,xkcd:violet
68,camacha,PT,75,09/28/2018,78,33.08,-16.33,73.4,10.29,xkcd:orange,#4C4CFF,#B2B2FF,xkcd:blue
69,omaruru,NA,0,09/28/2018,86,-21.42,15.95,54.15,3.04,xkcd:yellow green,#3333FF,#0000FF,xkcd:violet
70,qaanaaq,GL,0,09/28/2018,100,77.48,-69.36,13.29,11.77,xkcd:indigo blue,#0000FF,#0000FF,xkcd:blue
71,tomatlan,MX,8,09/28/2018,76,19.93,-105.25,83.04,2.93,xkcd:reddish orange,#4C4CFF,#0000FF,xkcd:violet
72,kisarawe,TZ,92,09/28/2018,82,-6.9,39.07,72.06,2.93,xkcd:orange,#3333FF,#E5E5FF,xkcd:violet
73,paamiut,GL,80,09/28/2018,96,61.99,-49.67,39.57,9.19,xkcd:green,#1919FF,#B2B2FF,xkcd:indigo blue
74,fortuna foothills,US,1,09/28/2018,14,32.66,-114.41,104,13.87,xkcd:red,#E5E5FF,#0000FF,xkcd:blue
75,smirnykh,RU,0,09/28/2018,75,49.74,142.83,54.24,4.05,xkcd:yellow green,#4C4CFF,#0000FF,xkcd:violet
76,bontang,ID,8,09/28/2018,96,0.12,117.47,82.05,6.51,xkcd:reddish orange,#1919FF,#0000FF,xkcd:indigo blue
77,morehead,PG,32,09/28/2018,55,-8.71,141.64,83.67,15.79,xkcd:reddish orange,#7F7FFF,#4C4CFF,xkcd:green
78,santa cruz,CR,75,09/28/2018,94,10.26,-85.58,77,4.7,xkcd:orange,#1919FF,#B2B2FF,xkcd:violet
79,shubarkuduk,KZ,0,09/28/2018,81,49.15,56.49,39.75,9.19,xkcd:green,#3333FF,#0000FF,xkcd:indigo blue
80,sonari,IN,75,09/28/2018,88,27.03,95.02,78.8,0.81,xkcd:orange,#3333FF,#B2B2FF,xkcd:violet
81,hamilton,BM,40,09/28/2018,69,32.3,-64.78,77,6.4,xkcd:orange,#6666FF,#4C4CFF,xkcd:indigo blue
82,kodinar,IN,0,09/28/2018,71,20.79,70.7,74.13,4.61,xkcd:orange,#4C4CFF,#0000FF,xkcd:violet
83,sidi ali,DZ,0,09/28/2018,88,36.1,0.42,59.19,2.93,xkcd:yellow green,#3333FF,#0000FF,xkcd:violet
84,vao,NC,68,09/28/2018,100,-22.67,167.48,70.44,22.28,xkcd:orange,#0000FF,#9999FF,xkcd:sea green
85,lewisporte,CA,90,09/28/2018,100,49.25,-55.06,48.2,8.05,xkcd:sea green,#0000FF,#CCCCFF,xkcd:indigo blue
86,andenes,NO,88,09/28/2018,74,69.31,16.12,35.6,11.41,xkcd:green,#4C4CFF,#CCCCFF,xkcd:blue
87,bougouni,ML,80,09/28/2018,93,11.42,-7.49,70.8,5.95,xkcd:orange,#1919FF,#B2B2FF,xkcd:indigo blue
88,zagreb,HR,0,09/28/2018,87,45.81,15.98,44.6,4.7,xkcd:sea green,#3333FF,#0000FF,xkcd:violet
89,tazmalt,DZ,0,09/28/2018,88,36.39,4.4,62.6,5.82,xkcd:yellow,#3333FF,#0000FF,xkcd:indigo blue
90,shakiso,ET,80,09/28/2018,99,5.77,38.9,58.47,2.37,xkcd:yellow green,#1919FF,#B2B2FF,xkcd:violet
91,bredasdorp,ZA,36,09/28/2018,62,-34.53,20.04,55.4,4.7,xkcd:yellow green,#6666FF,#4C4CFF,xkcd:violet
92,kang,BW,0,09/28/2018,45,-23.67,22.79,67.56,10.42,xkcd:yellow,#9999FF,#0000FF,xkcd:blue
93,yelan,RU,0,09/28/2018,89,50.95,43.74,47.4,10.65,xkcd:sea green,#3333FF,#0000FF,xkcd:blue
94,kalmunai,LK,68,09/28/2018,100,7.42,81.82,72.51,2.71,xkcd:orange,#0000FF,#9999FF,xkcd:violet
95,vung tau,VN,40,09/28/2018,94,10.35,107.08,80.6,1.12,xkcd:reddish orange,#1919FF,#4C4CFF,xkcd:violet
96,kruisfontein,ZA,88,09/28/2018,84,-34,24.73,60.45,23.85,xkcd:yellow,#3333FF,#CCCCFF,xkcd:sea green
97,timra,SE,8,09/28/2018,92,62.49,17.33,28.4,1.12,xkcd:blue,#1919FF,#0000FF,xkcd:violet
98,prieska,ZA,0,09/28/2018,21,-29.67,22.74,40.38,6.29,xkcd:sea green,#CCCCFF,#0000FF,xkcd:indigo blue
99,moron,MN,88,09/28/2018,86,47.38,110.32,35.07,15.35,xkcd:green,#3333FF,#CCCCFF,xkcd:green
100,carpentras,FR,0,09/28/2018,52,44.06,5.05,71.6,14.99,xkcd:orange,#7F7FFF,#0000FF,xkcd:blue
101,santa rosa,AR,90,09/28/2018,100,-36.62,-64.29,60.8,11.41,xkcd:yellow,#0000FF,#CCCCFF,xkcd:blue
102,nuevitas,CU,20,09/28/2018,83,21.55,-77.27,78.8,6.93,xkcd:orange,#3333FF,#1919FF,xkcd:indigo blue
103,isangel,VU,92,09/28/2018,100,-19.55,169.27,71.61,18.7,xkcd:orange,#0000FF,#E5E5FF,xkcd:green
104,gao,ML,20,09/28/2018,49,16.28,-0.04,81.69,2.71,xkcd:reddish orange,#9999FF,#1919FF,xkcd:violet
105,ulaanbaatar,MN,75,09/28/2018,80,47.92,106.92,33.8,15.66,xkcd:green,#4C4CFF,#B2B2FF,xkcd:green
106,providencia,MX,5,09/28/2018,49,27.5,-109.99,91.4,2.24,xkcd:red,#9999FF,#0000FF,xkcd:violet
107,pangnirtung,CA,80,09/28/2018,90,66.15,-65.72,30.48,10.2,xkcd:green,#3333FF,#B2B2FF,xkcd:blue
108,belaya gora,RU,48,09/28/2018,84,68.54,146.19,33.27,9.53,xkcd:green,#3333FF,#6666FF,xkcd:indigo blue
109,pahrump,US,1,09/28/2018,2,36.21,-115.98,98.06,4.7,xkcd:red,#FFFFFF,#0000FF,xkcd:violet
110,westwood,US,75,09/28/2018,90,42.21,-71.22,59,3.6,xkcd:yellow green,#3333FF,#B2B2FF,xkcd:violet
111,palora,EC,20,09/28/2018,93,-1.7,-77.97,65.67,2.37,xkcd:yellow,#1919FF,#1919FF,xkcd:violet
112,butterworth,ZA,0,09/28/2018,51,-32.33,28.14,54.96,11.21,xkcd:yellow green,#7F7FFF,#0000FF,xkcd:blue
113,alekseyevsk,RU,0,09/28/2018,100,57.84,108.35,37.32,3.49,xkcd:green,#0000FF,#0000FF,xkcd:violet
114,arlit,NE,20,09/28/2018,31,18.74,7.39,75.3,3.15,xkcd:orange,#B2B2FF,#1919FF,xkcd:violet
115,srednekolymsk,RU,92,09/28/2018,75,67.46,153.71,31.74,6.62,xkcd:green,#4C4CFF,#E5E5FF,xkcd:indigo blue
116,monte alegre,BR,12,09/28/2018,64,-2,-54.07,84.12,4.94,xkcd:reddish orange,#6666FF,#1919FF,xkcd:violet
117,ribeira grande,PT,32,09/28/2018,100,38.52,-28.7,73.23,12.55,xkcd:orange,#0000FF,#4C4CFF,xkcd:blue
118,sao joao da barra,BR,92,09/28/2018,100,-21.64,-41.05,74.67,10.98,xkcd:orange,#0000FF,#E5E5FF,xkcd:blue
119,sola,VU,92,09/28/2018,96,-13.88,167.55,79.89,21.39,xkcd:orange,#1919FF,#E5E5FF,xkcd:sea green
120,tarauaca,BR,32,09/28/2018,76,-8.16,-70.77,82.14,5.73,xkcd:reddish orange,#4C4CFF,#4C4CFF,xkcd:indigo blue
121,cape town,ZA,20,09/28/2018,81,-33.93,18.42,48.2,5.82,xkcd:sea green,#3333FF,#1919FF,xkcd:indigo blue
122,morgan city,US,40,09/28/2018,97,29.7,-91.21,73.94,6.93,xkcd:orange,#1919FF,#4C4CFF,xkcd:indigo blue
123,bilma,NE,0,09/28/2018,32,18.69,12.92,72.51,3.27,xkcd:orange,#B2B2FF,#0000FF,xkcd:violet
124,dindori,IN,0,09/28/2018,87,22.94,81.08,64.59,2.15,xkcd:yellow,#3333FF,#0000FF,xkcd:violet
125,barrhead,CA,80,09/28/2018,69,54.12,-114.4,42.45,5.5,xkcd:sea green,#6666FF,#B2B2FF,xkcd:indigo blue
126,saldanha,ZA,0,09/28/2018,87,-33.01,17.94,46.4,2.24,xkcd:sea green,#3333FF,#0000FF,xkcd:violet
127,kaeo,NZ,64,09/28/2018,53,-35.1,173.78,60.99,1.14,xkcd:yellow,#7F7FFF,#9999FF,xkcd:violet
128,atkarsk,RU,0,09/28/2018,82,51.88,45.01,49.56,12.66,xkcd:sea green,#3333FF,#0000FF,xkcd:blue
129,margate,ZA,0,09/28/2018,85,-30.86,30.37,66.39,6.96,xkcd:yellow,#3333FF,#0000FF,xkcd:indigo blue
130,astoria,US,90,09/28/2018,96,46.19,-123.83,55.04,10.29,xkcd:yellow green,#1919FF,#CCCCFF,xkcd:blue
131,bay roberts,CA,90,09/28/2018,100,47.58,-53.28,51.8,13.87,xkcd:yellow green,#0000FF,#CCCCFF,xkcd:blue
132,ushuaia,AR,88,09/28/2018,100,-54.81,-68.31,33.36,1.7,xkcd:green,#0000FF,#CCCCFF,xkcd:violet
133,ziarat,PK,0,09/28/2018,55,30.38,67.73,38.94,2.15,xkcd:green,#7F7FFF,#0000FF,xkcd:violet
134,atuona,PF,76,09/28/2018,100,-9.8,-139.03,79.53,10.65,xkcd:orange,#0000FF,#B2B2FF,xkcd:blue
135,demmin,DE,20,09/28/2018,81,53.91,13.03,42.8,5.82,xkcd:sea green,#3333FF,#1919FF,xkcd:indigo blue
136,kaitangata,NZ,32,09/28/2018,69,-46.28,169.85,59.19,11.65,xkcd:yellow green,#6666FF,#4C4CFF,xkcd:blue
137,venado tuerto,AR,24,09/28/2018,91,-33.75,-61.97,68.46,10.65,xkcd:yellow,#1919FF,#3333FF,xkcd:blue
138,arona,ES,0,09/28/2018,69,28.1,-16.68,75.2,5.82,xkcd:orange,#6666FF,#0000FF,xkcd:indigo blue
139,riyadh,SA,0,09/28/2018,12,24.63,46.72,80.6,4.7,xkcd:reddish orange,#E5E5FF,#0000FF,xkcd:violet
140,puerto escondido,MX,90,09/28/2018,70,15.86,-97.07,84.2,11.41,xkcd:reddish orange,#6666FF,#CCCCFF,xkcd:blue
141,maneadero,MX,0,09/28/2018,43,31.72,-116.57,81.06,3.38,xkcd:reddish orange,#9999FF,#0000FF,xkcd:violet
142,kontagora,NG,68,09/28/2018,97,10.4,5.47,74.04,5.06,xkcd:orange,#1919FF,#9999FF,xkcd:indigo blue
143,los llanos de aridane,ES,0,09/28/2018,73,28.66,-17.92,73.4,11.41,xkcd:orange,#4C4CFF,#0000FF,xkcd:blue
144,calamar,CO,24,09/28/2018,87,1.96,-72.65,77.91,0.58,xkcd:orange,#3333FF,#3333FF,xkcd:violet
145,fonte boa,BR,0,09/28/2018,88,-2.51,-66.09,79.53,3.71,xkcd:orange,#3333FF,#0000FF,xkcd:violet
146,faanui,PF,24,09/28/2018,100,-16.48,-151.75,77.19,5.61,xkcd:orange,#0000FF,#3333FF,xkcd:indigo blue
147,naliya,IN,0,09/28/2018,94,23.26,68.83,70.17,6.4,xkcd:orange,#1919FF,#0000FF,xkcd:indigo blue
148,tungor,RU,68,09/28/2018,69,53.39,142.95,56.31,11.21,xkcd:yellow green,#6666FF,#9999FF,xkcd:blue
149,matara,LK,92,09/28/2018,100,5.95,80.54,73.95,7.74,xkcd:orange,#0000FF,#E5E5FF,xkcd:indigo blue
150,baijiantan,CN,32,09/28/2018,62,45.63,85.18,53.61,3.04,xkcd:yellow green,#6666FF,#4C4CFF,xkcd:violet
151,diu,IN,0,09/28/2018,71,20.71,70.98,74.13,4.61,xkcd:orange,#4C4CFF,#0000FF,xkcd:violet
152,puerto ayora,EC,20,09/28/2018,73,-0.74,-90.35,75.2,17.22,xkcd:orange,#4C4CFF,#1919FF,xkcd:green
153,boone,US,1,09/28/2018,81,36.22,-81.67,73.04,1.25,xkcd:orange,#3333FF,#0000FF,xkcd:violet
154,talnakh,RU,8,09/28/2018,85,69.49,88.39,47.76,16.46,xkcd:sea green,#3333FF,#0000FF,xkcd:green
155,edd,ER,0,09/28/2018,57,13.93,41.69,67.2,2.48,xkcd:yellow,#7F7FFF,#0000FF,xkcd:violet
156,hurricane,US,1,09/28/2018,2,37.18,-113.29,93.02,6.93,xkcd:red,#FFFFFF,#0000FF,xkcd:indigo blue
157,souillac,MU,56,09/28/2018,88,-20.52,57.52,70.17,10.31,xkcd:orange,#3333FF,#7F7FFF,xkcd:blue
158,ndjole,GA,44,09/28/2018,95,-0.18,10.76,73.14,3.94,xkcd:orange,#1919FF,#6666FF,xkcd:violet
159,ostrovnoy,RU,88,09/28/2018,84,68.05,39.51,36.69,18.14,xkcd:green,#3333FF,#CCCCFF,xkcd:green
160,ventspils,LV,40,09/28/2018,70,57.39,21.56,48.2,16.11,xkcd:sea green,#6666FF,#4C4CFF,xkcd:green
161,chandur,IN,0,09/28/2018,85,20.82,77.97,71.52,2.82,xkcd:orange,#3333FF,#0000FF,xkcd:violet
162,yulara,AU,80,09/28/2018,30,-25.24,130.99,69.8,26.4,xkcd:yellow,#CCCCFF,#B2B2FF,xkcd:sea green
163,coquimbo,CL,75,09/28/2018,93,-29.95,-71.34,55.4,5.82,xkcd:yellow green,#1919FF,#B2B2FF,xkcd:indigo blue
164,lavrentiya,RU,92,09/28/2018,91,65.58,-170.99,44.7,28.88,xkcd:sea green,#1919FF,#E5E5FF,xkcd:sea green
165,andros town,BS,40,09/28/2018,74,24.73,-77.79,84.2,10.29,xkcd:reddish orange,#4C4CFF,#4C4CFF,xkcd:blue
166,boguchany,RU,0,09/28/2018,91,58.38,97.46,31.47,4.61,xkcd:green,#1919FF,#0000FF,xkcd:violet
167,galveston,US,1,09/28/2018,67,40.58,-86.19,60.8,14.99,xkcd:yellow,#6666FF,#0000FF,xkcd:blue
168,tocopilla,CL,0,09/28/2018,98,-22.09,-70.2,59.64,5.84,xkcd:yellow green,#1919FF,#0000FF,xkcd:indigo blue
169,kaya,BF,80,09/28/2018,74,13.09,-1.08,79.17,5.95,xkcd:orange,#4C4CFF,#B2B2FF,xkcd:indigo blue
170,litovko,RU,0,09/28/2018,79,49.24,135.18,52.17,3.15,xkcd:yellow green,#4C4CFF,#0000FF,xkcd:violet
171,tabou,CI,68,09/28/2018,100,4.42,-7.36,78.54,12.33,xkcd:orange,#0000FF,#9999FF,xkcd:blue
172,butaritari,KI,0,09/28/2018,100,3.07,172.79,85.29,6.85,xkcd:reddish orange,#0000FF,#0000FF,xkcd:indigo blue
173,derzhavinsk,KZ,8,09/28/2018,86,51.1,66.31,38.22,8.08,xkcd:green,#3333FF,#0000FF,xkcd:indigo blue
174,boende,CD,92,09/28/2018,99,-0.28,20.88,70.89,2.48,xkcd:orange,#1919FF,#E5E5FF,xkcd:violet
175,awbari,LY,44,09/28/2018,73,26.59,12.77,66.12,2.82,xkcd:yellow,#4C4CFF,#6666FF,xkcd:violet
176,otradnoye,RU,0,09/28/2018,74,59.77,30.8,37.4,8.95,xkcd:green,#4C4CFF,#0000FF,xkcd:indigo blue
177,dhidhdhoo,MV,92,09/28/2018,100,6.88,73.1,78.9,14,xkcd:orange,#0000FF,#E5E5FF,xkcd:blue
178,kamyaran,IR,0,09/28/2018,20,34.8,46.94,57.2,4.7,xkcd:yellow green,#E5E5FF,#0000FF,xkcd:violet
179,gushikawa,JP,90,09/28/2018,94,26.35,127.87,78.8,67.78,xkcd:orange,#1919FF,#CCCCFF,xkcd:red
180,tiassale,CI,76,09/28/2018,97,5.9,-4.83,73.41,5.84,xkcd:orange,#1919FF,#B2B2FF,xkcd:indigo blue
181,cidreira,BR,56,09/28/2018,92,-30.17,-50.22,66.93,20.15,xkcd:yellow,#1919FF,#7F7FFF,xkcd:sea green
182,marsh harbour,BS,80,09/28/2018,100,26.54,-77.06,83.31,18.92,xkcd:reddish orange,#0000FF,#B2B2FF,xkcd:green
183,berlevag,NO,12,09/28/2018,100,70.86,29.09,30.66,6.85,xkcd:green,#0000FF,#1919FF,xkcd:indigo blue
184,eyl,SO,8,09/28/2018,88,7.98,49.82,77.28,18.03,xkcd:orange,#3333FF,#0000FF,xkcd:green
185,dmytrivka,UA,40,09/28/2018,100,50.46,30.17,57.2,8.95,xkcd:yellow green,#0000FF,#4C4CFF,xkcd:indigo blue
186,brewster,US,90,09/28/2018,100,41.76,-70.08,60.08,5.82,xkcd:yellow,#0000FF,#CCCCFF,xkcd:indigo blue
187,mahebourg,MU,56,09/28/2018,88,-20.41,57.7,70.17,10.31,xkcd:orange,#3333FF,#7F7FFF,xkcd:blue
188,lingyuan,CN,92,09/28/2018,80,41.24,119.4,45.33,3.6,xkcd:sea green,#4C4CFF,#E5E5FF,xkcd:violet
189,porbandar,IN,0,09/28/2018,89,21.64,69.61,74.94,5.39,xkcd:orange,#3333FF,#0000FF,xkcd:indigo blue
190,izumo,JP,75,09/28/2018,88,35.37,132.75,64.4,2.24,xkcd:yellow,#3333FF,#B2B2FF,xkcd:violet
